"matrix.ncol...1..nrow...0.","matrix.ncol...1..nrow...0.","X1","X2","X3","X4","X1","X2","X3","X4","X5","X1","X2","X3","X4","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48"
"TRAAABD128F429CF47",146.07447,1.97536277777778,0.493790576271186,0.266073715846995,0.246895288135593,9,0.119810189966803,0.251589548810275,0.0559830886259591,0.00365728677896764,-12.4506090909091,-5.349,-60,35.5549659543799,0.207747272727273,1,0.006,0.0347845717138599,0.408409090909091,1,0.016,0.10023955000828,0.309996363636364,1,0.008,0.102169336963073,0.173218181818182,1,0.009,0.0274507610531545,0.443,1,0.011,0.0948053078324226,0.206716363636364,1,0.014,0.0396384367080643,0.297736363636364,1,0.012,0.0943675496770989,0.156290909090909,1,0.011,0.0244418897168405,0.277930909090909,1,0.008,0.0437944943070045,0.564290909090909,1,0.015,0.147436053651267,0.218372727272727,1,0.019,0.0265498043550257,0.291394545454545,1,0.008,0.0938451027024342,43.0710363636364,50.411,0,34.2550080023183,-4.03539090909091,171.13,-104.935,1104.47135288334,23.5722927272727,114.781,-64.975,834.428626440566,12.9235763636364,125.816,-119.396,1595.06576641219,-2.54503636363636,71.844,-79.148,640.815206643484,5.05239454545455,195.091,-54.739,849.654879656436,9.23815090909091,71.835,-53.144,404.345229654781,-4.34597454545455,67.924,-68.958,385.177627310826,5.22410363636364,62.559,-54.318,308.69554603842,2.93566363636364,93.124,-39.438,282.664506012336,-2.75263818181818,50.655,-44.69,259.467440897993,1.72939636363636,32.226,-30.9,146.412662083047
"TRAAAEF128F4273421",232.52748,2.01203842105263,0.502973557483731,0.283570097560976,0.251482437703142,11,0.0968025327587088,0.157705704289231,0.0325235537752355,0.00149455373979511,-11.114934226553,-4.048,-56.014,42.7999393200588,0.497092570036541,1,0.01,0.10358374263985,0.315599269183922,1,0.014,0.0459456697067823,0.396124238733252,1,0.01,0.100285201619084,0.292460414129111,1,0.016,0.0511384731261698,0.399649208282582,1,0.02,0.0722925524048602,0.419143727161998,1,0.004,0.114406415902677,0.323315468940317,1,0.005,0.0554418820652981,0.422412911084044,1,0.008,0.099007452467247,0.282447015834348,1,0.006,0.0415171377380351,0.397299634591961,1,0.02,0.0850561344998663,0.253176613885505,1,0.004,0.0370013138914471,0.413878197320341,1,0.005,0.0770624534386976,45.8002557856273,51.937,2.568,42.4119016320549,41.1489866017052,200.103,-109.533,1800.91344424006,57.5992947624848,177.22,-125.305,1142.56094615935,5.69531425091352,389.824,-216.443,997.569772157223,0.9798928136419,72.483,-143.197,846.979123668985,-7.36007551766139,202.348,-198.819,485.860395462583,-10.9171912302071,114.144,-72.213,488.964430132899,-0.462271619975639,69.412,-45.468,306.233451337108,-0.299410475030451,60.164,-152.839,660.165556571549,-2.34037758830694,92.399,-75.291,228.984111786521,0.261616321559074,37.213,-42.752,156.177562885538,-2.42759805115713,41.072,-115.57,347.652176311411
"TRAAAFD128F92F423A",204.60553,1.84623082568807,0.461585936794582,0.304472514880952,0.230792968397291,9,0.122464639640972,0.339160383397262,0.0338618413686082,0.0110642191477094,-6.51316493313522,-1.615,-59.813,15.633170495078,0.409173848439822,1,0.026,0.0903249563388877,0.393869242199108,1,0.043,0.071463810257907,0.368543833580981,1,0.027,0.074385662138258,0.260059435364042,1,0.026,0.0331938387240855,0.396922734026746,1,0.037,0.0556043035448949,0.423939078751857,1,0.02,0.10025503646165,0.382548291233284,1,0.022,0.0778713432746055,0.481115898959881,1,0.028,0.114533927023633,0.454322436849926,1,0.042,0.0637026949869101,0.62690044576523,1,0.033,0.104671682038491,0.33830014858841,1,0.031,0.0550318532291446,0.278858841010401,1,0.023,0.0302530976040119,50.2515542347697,54.94,0.089,17.9012743337358,27.8455839524517,169.621,-31.816,509.493403648075,47.0913031203566,223.941,-97.505,1536.56177391691,11.0800356612184,414.431,-358.993,928.833487599917,-43.5053506686478,54.144,-130.915,799.321848228039,-17.9972526002972,164.101,-204.959,542.551217700979,-5.2841500742942,100.313,-84.258,403.420191059289,-11.7546433878158,86.671,-53.514,229.484924042281,10.5128514115899,58.84,-34.176,188.562702186222,2.19245765230312,76.55,-67.256,171.394030828933,5.448426448737,83.125,-88.325,212.201170158645,1.70451560178306,44.162,-32.73,119.497074642985
"TRAAARJ128F9320760",265.97565,2.82084347826087,0.695733368421053,0.291960098792536,0.173932996057819,12,0.0879329640616623,0.207942118009675,0.0240238157139572,0.0032192140159365,-16.5007796052632,-9.947,-56.079,39.8950603322729,0.408323464912281,1,0.016,0.0713621927309011,0.404855263157895,1,0.027,0.0623094126177133,0.28125,1,0.011,0.0400176147091109,0.358339912280702,1,0.01,0.0575126461330329,0.592225877192982,1,0.012,0.103032873182545,0.262850877192982,1,0.011,0.0346639711518093,0.360075657894737,1,0.021,0.0715427615582934,0.300803728070175,1,0.006,0.0614182698872937,0.462171052631579,1,0.017,0.101163287942689,0.551507675438596,1,0.011,0.143923622333998,0.383287280701754,1,0.022,0.0641220205625205,0.50259649122807,1,0.019,0.111070932501396,40.6435449561404,47.873,0.762,40.0721654513247,6.28190789473684,159.061,-125.082,1778.83007517702,34.6552083333333,142.762,-97.937,1098.7791891684,-1.2969375,137.02,-131.397,630.749221856682,-32.7627313596491,64.119,-111.42,703.784039180223,-14.6124967105263,99.413,-116.912,420.873294206356,7.7064923245614,70.663,-59.054,312.081394992257,-8.3534100877193,100.49,-60.45,381.856209252061,10.384,75.519,-42.483,240.410763769484,-1.95481359649123,47.577,-60.359,236.032900298915,-0.409230263157895,53.12,-40.825,177.670957740554,-4.85019956140351,54.978,-60.933,201.467885633018
"TRAABJV128F1460C49",305.62952,1.43681834123223,0.478923128930818,0.287786741996234,0.239458579277865,13,0.0815882248547195,0.138154390321982,0.0499859110468125,0.000914330429440561,-10.4190978363123,-4.044,-59.477,28.4528958096281,0.300157102539981,1,0.015,0.0561089065573219,0.386988711194732,1,0.009,0.0980214480833657,0.424378174976482,1,0.012,0.12640847078499,0.474659454374412,1,0.015,0.0965591193243724,0.206983066792098,1,0.011,0.0296604573401151,0.370467544684854,1,0.009,0.111851335810067,0.214639698965193,1,0.008,0.0447289802304178,0.232204139228598,1,0.014,0.0430500948227753,0.414869238005644,1,0.02,0.122105319043392,0.164660395108184,1,0.009,0.0217085107369436,0.260304797742239,1,0.018,0.0538931405325156,0.162496707431797,1,0.007,0.0289909733883955,45.7471476952023,52.487,0.034,28.4389872710093,44.7006839134525,264.399,-95.536,1121.77184576817,22.5453697083725,143.809,-72.159,1032.29204648748,9.91701787394167,91.074,-164.328,657.91416391211,10.7453838193791,91.581,-59.29,547.961867216009,-13.228768579492,93.747,-75.097,635.105827387072,4.92211759172154,56.099,-105.392,354.090234917421,-4.37698024459078,68.961,-65.476,261.554837185108,20.3098626528692,83.798,-56.472,271.164902741947,2.36560018814675,92.921,-48.173,198.781339974652,1.03925211665099,43.755,-44.589,180.093421766886,-2.43989557855127,48.133,-54.957,188.991544362909
"TRAABLR128F423B7E3",490.98322,1.98961942857143,0.495926592517695,0.301772108174554,0.247964606060606,17,0.0608663074575135,0.223973010727332,0.0204348124157889,0.00261832038471456,-12.9767549140049,-2.494,-45.85,36.9568764899881,0.425004914004914,1,0.006,0.113984849391941,0.275353194103194,1,0.005,0.0505261081213219,0.584294226044226,1,0.004,0.131009352222326,0.243235257985258,1,0.003,0.0484957411777453,0.271488329238329,1,0.004,0.0681648167045209,0.19195085995086,1,0.003,0.0446862114743676,0.273509828009828,1,0.007,0.0638895715075303,0.345128378378378,1,0.005,0.0841529232753036,0.246712530712531,1,0.004,0.049325823887138,0.542336609336609,1,0.003,0.111037311332565,0.201083538083538,1,0.003,0.0264459942463556,0.2844957002457,1,0.007,0.0612852458327607,42.3850515970516,54.99,12.911,46.5546903476742,-59.6561818181818,167.237,-246.466,2646.58263548382,0.432344594594595,210.165,-160.164,2710.35536176379,12.455351965602,188.293,-176.386,1503.94155997992,-3.55208415233415,110.109,-106.474,811.902362176688,-6.15260257985258,144.356,-95.72,1026.71267540742,-3.13063022113022,70.948,-102.171,469.176124551563,-1.72729914004914,118.492,-76.777,505.136913137873,3.04909705159705,81.393,-116.658,411.633603643925,-5.98316707616708,73.817,-79.838,367.732065314416,7.66150122850123,71.029,-55.536,263.919225208972,5.46688452088452,88.779,-60.615,260.865410484505
"TRAABVM128F92CA9DC",285.5849,1.60131846590909,0.400382131837307,0.343664139590854,0.200190343377715,14,0.0737209387578857,0.137268391991313,0.0197491534041191,0.00122114502286003,-8.01300841346154,-1.269,-60,20.6869542658738,0.348772836538462,1,0.006,0.140522633051872,0.259717548076923,1,0.005,0.063263057309023,0.349487980769231,1,0.005,0.124074649674859,0.203659855769231,1,0.003,0.0454274425260923,0.343813701923077,1,0.004,0.0835941926880843,0.181903846153846,1,0.007,0.0413882073498102,0.195342548076923,1,0.004,0.0306033759010807,0.347137019230769,1,0.005,0.113932361467879,0.183306490384615,1,0.006,0.0356668602225655,0.381701923076923,1,0.003,0.143380500694252,0.177203125,1,0.003,0.0309109586905836,0.182102163461538,1,0.007,0.0325858607895376,48.6055889423077,54.615,0,20.9730608151844,43.2767427884615,171.13,-65.866,794.418051435568,9.99578004807692,119.239,-113.721,594.016495461792,-6.11134615384615,287.363,-167.78,919.640588250671,-26.3570841346154,78.071,-108.082,656.274726534429,-11.0078846153846,145.888,-75.122,636.302323262242,11.5525384615385,80.013,-65.071,420.573082821624,1.22587259615385,66.198,-73.706,299.234314371234,-5.83187379807692,38.773,-68.954,220.799014570095,0.076545673076923,93.646,-52.003,210.391575396227,-1.12924519230769,49.263,-113.776,195.705542257498,2.08770913461538,40.249,-50.733,199.90553450976
"TRAACER128F4290F96",205.64916,1.43857056737589,0.359657898423818,0.286419442896936,0.179831102362205,11,0.0858661226722249,0.124020248854894,0.049003166363529,0.000794481800408814,-6.15522114047288,-1.376,-60,17.1746523786054,0.612954102920723,1,0.061,0.083359252765176,0.53565090403338,1,0.023,0.0733763807477888,0.398029207232267,1,0.018,0.0587540757474208,0.398621696801113,1,0.032,0.0527708149046377,0.533388038942976,1,0.031,0.0985099620294358,0.447312934631433,1,0.023,0.0715780063923509,0.401638386648122,1,0.024,0.055381348162296,0.42046314325452,1,0.033,0.0628599370101619,0.48355354659249,1,0.024,0.076408929928212,0.551873435326843,1,0.017,0.0956568349340038,0.446883171070932,1,0.023,0.0601123178083147,0.503312934631433,1,0.019,0.112543017534412,50.8983504867872,56.321,0,21.9269310998292,17.6093059805285,187.984,-80.134,1273.04553765833,32.1719902642559,149.866,-115.021,1176.18161631885,-1.42558414464534,355.996,-335.589,876.610264892283,-25.2388497913769,57.491,-93.298,518.839392587434,-13.9827899860918,136.554,-84.317,604.438593216278,-0.0678956884561891,66.78,-63.211,412.014216539243,0.802945757997218,121.901,-85.431,351.94830223243,-3.57936161335188,50.526,-45.171,227.678672376017,0.727310152990264,86.132,-56.064,217.130268047125,-0.745489568845619,48.931,-122.321,165.774734670852,-3.31477329624478,45.123,-50.653,168.224075273046
"TRAACFV128F935E50B",124.24685,1.74668043478261,0.43667985915493,0.232672003745318,0.218354815465729,7,0.159095287593475,0.252262411481659,0.072609567164077,0.00434608251516234,-14.2265028037383,-7.371,-49.608,23.8611922130071,0.41878691588785,1,0.012,0.092691014435227,0.334792523364486,1,0.017,0.0538380561237705,0.401061682242991,1,0.023,0.0797240767125206,0.365269158878505,1,0.01,0.0933031708635234,0.265981308411215,1,0.012,0.0341390708110189,0.504472897196262,1,0.02,0.139872886436347,0.274876635514019,1,0.008,0.0428531308201197,0.226697196261682,1,0.016,0.0461691291119745,0.20552523364486,0.983,0.01,0.0322962048864153,0.296807476635514,1,0.02,0.0556402344009241,0.38445046728972,1,0.02,0.095089345388358,0.45143738317757,1,0.007,0.127162576127971,40.913723364486,47.535,6.311,26.1280786649025,41.1687757009346,172.979,-81.006,2799.78659325297,-7.81088598130841,155.887,-145.012,2874.04249910495,1.33080186915888,106.343,-131.675,1658.31193820037,15.8882747663551,118.901,-77.996,727.781410667808,5.78251028037383,209.764,-89.402,1152.66824454999,9.81136448598131,87.922,-117.482,939.200377157163,-13.4268242990654,75.648,-131.148,927.612601197536,7.03904485981308,80.852,-50.779,417.41126248113,-3.88802056074766,96.604,-65.949,740.084418162498,-9.42426728971963,92.593,-61.972,359.471419799209,-1.74076261682243,58.411,-60.113,395.050591387364
"TRAACHN128F1489601",225.0156,0.365070324675325,0.365070324675325,0.352137089201878,0.182535162337662,8,0.138778625634337,0.307393398502148,0.0395525465789928,0.00780008170932282,-7.682428125,-3.069,-34.339,21.5470742671264,0.575571875,1,0.032,0.0841981763595462,0.543571875,1,0.016,0.0710547053110329,0.464803125,1,0.019,0.0607144744816119,0.491715625,1,0.01,0.0880049956866197,0.4488359375,1,0.02,0.0564383063747066,0.460878125,1,0.015,0.0710871118838028,0.500528125,1,0.022,0.0811371510074335,0.5142078125,1,0.024,0.0756932853848787,0.4122125,1,0.019,0.0528998640062598,0.44349375,1,0.017,0.069833142370892,0.447478125,1,0.017,0.0668799776115023,0.4450890625,1,0.036,0.0564125570006847,50.0497515625,54.903,22.532,25.7747808787143,46.0625828125,207.772,-153.709,2353.36894866293,54.0454109375,301.177,-25.457,1346.89745576044,-1.4937375,136.693,-123.198,711.225438829264,-29.36921875,99.712,-143.062,1083.62551844973,-13.813465625,116.59,-62.242,449.328473638879,-1.125621875,52.028,-77.582,379.196845021117,6.03524375,92.391,-103.575,538.063182400587,-7.2627140625,54.275,-101.651,412.885177459583,1.3643,52.154,-63.869,266.047952826917,-2.17696875,33.099,-41.721,111.824821028756,3.991990625,50.596,-29.632,141.14026604686
